name#state#district#parties#year#votes
Hayden, Jerry#CA#46#Republican#2012#54121
Lowenthal, Alan#CA#47#Democratic#2012#130093
DeLong, Gary#CA#47#Republican#2012#99919
Rohrabacher, Dana#CA#48#Republican#2012#177144
Varasteh, Ron#CA#48#Democratic#2012#113358
Issa, Darrell#CA#49#Republican#2012#159725
Tetalman, Jerry#CA#49#Democratic#2012#114893
Hunter, Duncan D.#CA#50#Republican#2012#174838
Secor, David B.#CA#50#Democratic#2012#83455
Vargas, Juan#CA#51#Democratic#2012#113934
Crimmins, Michael#CA#51#Republican#2012#45464
Peters, Scott#CA#52#Democratic#2012#151451
Bilbray, Brian#CA#52#Republican#2012#144459
Davis, Susan A.#CA#53#Democratic#2012#164825
Popaditch, Nick#CA#53#Republican#2012#103482
DeGette, Diana#CO#1#Democratic#2012#237579
Stroud, Danny#CO#1#Republican#2012#93217
Atwood, Frank#CO#1#Libertarian#2012#12585
Swing, Gary#CO#1#Green#2012#4829
Juniel, Thomas Henry#CO#1#Write-In#2012#18
Polis, Jared#CO#2#Democratic#2012#234758
Lundberg, Kevin#CO#2#Republican#2012#162639
Luallin, Randy#CO#2#Libertarian#2012#13770
Hall, Susan P.#CO#2#Green#2012#10413
Tipton, Scott R.#CO#3#Republican#2012#185291
Pace, Sal#CO#3#Democratic#2012#142920
Casida, Tisha T.#CO#3#Unaffiliated#2012#11125
Gilman, Gregory#CO#3#Libertarian#2012#8212
McMillan, Jaime#CO#3#Write-In#2012#26
Gardner, Cory#CO#4#Republican#2012#200006
Shaffer, Brandon#CO#4#Democratic#2012#125800
Gilliland, Josh#CO#4#Libertarian#2012#10682
Aden, Doug#CO#4#American Constitution Party#2012#5848
Lamborn, Doug#CO#5#Republican#2012#199639
Anderson, Dave#CO#5#Unaffiliated#2012#53318
Pirtle, Jim#CO#5#Libertarian#2012#22778
Luzov, Misha#CO#5#Green#2012#18284
Harvell, Kenneth R.#CO#5#American Constitution Party#2012#13212
Cantrell, George Allen#CO#5#Write-In#2012#6
Coffman, Mike#CO#6#Republican#2012#163938
Miklosi, Joe#CO#6#Democratic#2012#156937
Polhemus, Kathy#CO#6#Unaffiliated#2012#13442
Provost, Patrick E.#CO#6#Libertarian#2012#8597
Perlmutter, Ed#CO#7#Democratic#2012#182460
Coors, Joe#CO#7#Republican#2012#139066
"Campbell, Douglas ""Dayhorse"""#CO#7#American Constitution Party#2012#10296
Bailey, Buck#CO#7#Libertarian#2012#9148
Larson, John B.#CT#1#Democratic,Working Families#2012#206973
Decker, John Henry#CT#1#Republican#2012#82321
DeRosa, S. Michael#CT#1#Green#2012#5477
Corey, Matthew M.#CT#1#Petitioning Candidate#2012#2290
Courtney, Joe#CT#2#Democratic,Working Families#2012#204708
Formica, Paul M.#CT#2#Republican#2012#88103
Bennett, Colin D.#CT#2#Green#2012#3638
Reale, Daniel J.#CT#2#Libertarian#2012#3511
DeLauro, Rosa L.#CT#3#Democratic,Working Families#2012#217573
Winsley, Wayne#CT#3#Republican#2012#73726
Concepcion, Hector W., Jr.#CT#3#Write-In#2012#1
"Packard, Stephen ""Steve"""#CT#3#Write-In#2012#1
Himes, Jim#CT#4#Democratic,Working Families#2012#175929
Obsitnik, Stephen#CT#4#Republican#2012#117503
Esty, Elizabeth#CT#5#Working Families,Democratic#2012#146098
Roraback, Andrew#CT#5#Independent Party,Republican#2012#138637
Pistone, John#CT#5#Write-In#2012#12
Jaeger, Russ#CT#5#Write-In#2012#10
Carney, John C., Jr.#DE#0#Democratic#2012#249933
Kovach, Thomas H.#DE#0#Republican#2012#129757
August, Bernard#DE#0#Green#2012#4273
Gesty, Scott#DE#0#Libertarian#2012#4096
Miller, Jeff#FL#1#Republican#2012#238440
Bryan, Jim#FL#1#Democratic#2012#92961
Fretts, Calen#FL#1#Libertarian#2012#11176
Drummond, William Cleave, II#FL#1#Write-In#2012#17
Southerland, Steve#FL#2#Republican#2012#175856
Lawson, Al#FL#2#Democratic#2012#157634
Miller, Floyd Patrick#FL#2#Write-In#2012#228
Yoho, Ted#FL#3#Republican#2012#204331
Gaillot, J.R.#FL#3#Democratic#2012#102468
Dodds, Philip#FL#3#No Party Affiliation#2012#8870
Crenshaw, Ander#FL#4#Republican#2012#239988
Klauder, Jim#FL#4#No Party Affiliation#2012#75236
Koniz, Gary#FL#4#Write-In#2012#246
Brown, Corrine#FL#5#Democratic#2012#190472
Kolb, LeAnne#FL#5#Republican#2012#70700
Fleming, Eileen#FL#5#No Party Affiliation#2012#7978
Riggs, Bruce Ray#FL#5#Write-In#2012#3
Desantis, Ron#FL#6#Republican#2012#195962
Beaven, Heather#FL#6#Democratic#2012#146489
Mica, John#FL#7#Republican#2012#185518
Kendall, Jason H.#FL#7#Democratic#2012#130479
Marra, Fred#FL#7#Write-In#2012#13
Posey, Bill#FL#8#Republican#2012#205432
Roberts, Shannon#FL#8#Democratic#2012#130870
Gillmor, Richard H.#FL#8#No Party Affiliation#2012#12607
Grayson, Alan#FL#9#Democratic#2012#164891
Long, Todd#FL#9#Republican#2012#98856
Webster, Daniel#FL#10#Republican#2012#164649
Demings, Val B.#FL#10#Democratic#2012#153574
Seegolam, Naipaul#FL#10#Write-In#2012#46
"Nugent, Richard B. ""Rich"""#FL#11#Republican#2012#218360
Werder, H. David#FL#11#Democratic#2012#120303
Bilirakis, Gus Michael#FL#12#Republican#2012#209604
Snow, Jonathan Michael#FL#12#Democratic#2012#108770
Russell, John#FL#12#No Party Affiliation#2012#6878
Elliott, Paul Sidney#FL#12#No Party Affiliation#2012#4915
Young, C.W . Bill#FL#13#Republican#2012#189605
Ehrlich, Jessica#FL#13#Democratic#2012#139742
Castor, Kathy#FL#14#Democratic#2012#197121
"Otero, Evelio ""EJ"""#FL#14#Republican#2012#83480
Ross, Dennis#FL#15#Republican#2012#Unopposed
Buchanan, Vern#FL#16#Republican#2012#187147
Fitzgerald, Keith#FL#16#Democratic#2012#161929
Rooney, Tom#FL#17#Republican#2012#165488
Bronson, William#FL#17#Democratic#2012#116766
Baumann, Tom#FL#17#Write-In#2012#12
Murphy, Patrick#FL#18#Democratic#2012#166257
West, Allen B.#FL#18#Republican#2012#164353
Holloman, Marilyn Davis#FL#18#Write-In#2012#55
Radel, Trey#FL#19#Republican#2012#189833
Roach, Jim#FL#19#Democratic#2012#109746
Smith, Brandon M.#FL#19#No Party Affiliation#2012#6637
Hastings, Alcee L.#FL#20#Democratic#2012#214727
Terry, Randall#FL#20#No Party Affiliation#2012#29553
Dutrow, Anthony M.#FL#20#Write-In#2012#5
Deutch, Ted#FL#21#Democratic#2012#221263
"Trout, W. Michael ""Mike"""#FL#21#No Party Affiliation#2012#37776
Henao, Cesar#FL#21#No Party Affiliation#2012#25361
Frankel, Lois#FL#22#Democratic#2012#171021
Hasner, Adam#FL#22#Republican#2012#142050
Wasserman Schultz, Debbie#FL#23#Democratic#2012#174205
Harrington, Karen#FL#23#Republican#2012#98096
Katz, IIya#FL#23#No Party Affiliation#2012#3129
Wilson, Frederica S.#FL#24#Democratic#2012#Unopposed
Diaz-Balart, Mario#FL#25#Republican#2012#151466
Blumenthal, Stanley#FL#25#No Party Affiliation#2012#31664
VoteForEddie.Com#FL#25#No Party Affiliation#2012#17099
Garcia, Joe#FL#26#Democratic#2012#135694
Rivera, David#FL#26#Republican#2012#108820
Fernandez, Angel#FL#26#No Party Affiliation#2012#5726
Peixoto, Jose#FL#26#No Party Affiliation#2012#2717
Ros-Lehtinen, Ileana#FL#27#Republican#2012#138488
Yevancey, Manny#FL#27#Democratic#2012#85020
Cruz-Wiggins, Thomas Joe#FL#27#No Party Affiliation#2012#6663
Kingston, Jack#GA#1#Republican#2012#157181
Messinger, Lesli Rae#GA#1#Democratic#2012#92399
Bishop, Sanford#GA#2#Democratic#2012#162751
House, John#GA#2#Republican#2012#92410
Westmoreland, Lynn#GA#3#Republican#2012#232380
Ferguson, David#GA#3#Write-In#2012#105
"Johnson, Henry C. ""Hank"""#GA#4#Democratic#2012#208861
Vaughn, J. Chris#GA#4#Republican#2012#75041
McKinney, Cynthia#GA#4#Write-In#2012#58
Fruit, Rachele#GA#4#Write-In#2012#2
Lewis, John#GA#5#Democratic#2012#234330
Stopeck, Howard#GA#5#Republican#2012#43335
Benson, John#GA#5#Write-In#2012#12
Davis, Raymond#GA#5#Write-In#2012#12
Price, Tom#GA#6#Republican#2012#189669
Kazanow, Jeff#GA#6#Democratic#2012#104365
Woodall, Rob#GA#7#Republican#2012#156689
Reilly, Steve#GA#7#Democratic#2012#95377
Scott, Austin#GA#8#Republican#2012#197789
Collins, Doug#GA#9#Republican#2012#192101
Cooley, Jody#GA#9#Democratic#2012#60052
Broun, Paul C.#GA#10#Republican#2012#211065
Brown, Brian Russell#GA#10#Write-In#2012#401
Gingrey, Phil#GA#11#Republican#2012#196968
Thompson, Patrick#GA#11#Democratic#2012#90353
Levene, Allan#GA#11#Write-In#2012#30
Barrow, John#GA#12#Democratic#2012#139148
Anderson, Lee#GA#12#Republican#2012#119973
Scott, David#GA#13#Democratic#2012#201988
Malik, S.#GA#13#Republican#2012#79550
Graves, Tom#GA#14#Republican#2012#159947
"Grant, Daniel ""Danny"""#GA#14#Democratic#2012#59245
Hanabusa, Colleen W.#HI#1#Democratic#2012#116505
Djou, Charles K.#HI#1#Republican#2012#96824
Gabbard, Tulsi#HI#2#Democratic#2012#168503
Crowley, Kawika#HI#2#Republican#2012#40707
Labrador, Raul R.#ID#1#Republican#2012#199402
Farris, Jimmy#ID#1#Democratic#2012#97450
Oates, Rob#ID#1#Libertarian#2012#12265
Pro-Life#ID#1#Independent#2012#7607
Simpson, Mike#ID#2#Republican#2012#207412
LeFavour, Nicole#ID#2#Democratic#2012#110847
Chappell, Jack Wayne#ID#2#Democratic,Write-In#2012#235
Rush, Bobby L.#IL#1#Democratic#2012#236854
Peloquin, Donald E.#IL#1#Republican#2012#83989
Hawkins, John#IL#1#Write-In#2012#1
Jackson, Jesse L., Jr.#IL#2#Democratic#2012#188303
Woodworth, Brian#IL#2#Republican#2012#69115
Lewis, Marcus#IL#2#Independent#2012#40006
Williams, Anthony W.#IL#2#Write-In#2012#288
Lipinski, Daniel William#IL#3#Democratic#2012#168738
Grabowski, Richard L.#IL#3#Republican#2012#77653
Anderson, Laura#IL#3#Write-In#2012#7
Gutierrez, Luis V.#IL#4#Democratic#2012#133226
Concepcion, Hector#IL#4#Write-In,Republican,Republican#2012#27279
Viramontes, Ymelda#IL#4#Write-In#2012#4
Quigley, Mike#IL#5#Democratic#2012#177729
Schmitt, Dan#IL#5#Republican#2012#77289
Wade, Nancy#IL#5#Green#2012#15359
Roskam, Peter J.#IL#6#Republican#2012#193138
Coolidge, Leslie#IL#6#Democratic#2012#132991
Davis, Danny K.#IL#7#Democratic#2012#242439
Zak, Rita#IL#7#Republican#2012#31466
Monaghan, John H.#IL#7#Independent#2012#12523
Collins, Phil#IL#7#Write-In#2012#5
Richter, Dennis#IL#7#Write-In#2012#2
Duckworth, Tammy#IL#8#Democratic#2012#123206
Walsh, Joe#IL#8#Republican#2012#101860
Schakowsky, Janice D.#IL#9#Democratic#2012#194869
Wolfe, Timothy C.#IL#9#Republican#2012#98924
Shioura, Hilaire Fuji#IL#9#Write-In#2012#8
Atanus, Susanne#IL#9#Write-In#2012#6
Schneider, Brad#IL#10#Democratic#2012#133890
Dold, Robert#IL#10#Republican#2012#130564
Foster, Bill#IL#11#Democratic#2012#148928
Biggert, Judy#IL#11#Republican#2012#105348
Michel, Chris#IL#11#Write-In#2012#19
Enyart, William L.#IL#12#Democratic#2012#157000
Plummer, Jason#IL#12#Republican#2012#129902
Bradshaw, Paula#IL#12#Green#2012#17045
Horton, Shon-Tiyon#IL#12#Write-In#2012#2
Davis, Rodney#IL#13#Republican#2012#137034
Gill, David M.#IL#13#Democratic#2012#136032
Hartman, John#IL#13#Independent#2012#21319
Hultgren, Randy M.#IL#14#Republican#2012#177603
Anderson, Dennis#IL#14#Democratic#2012#124351
Shimkus, John M.#IL#15#Republican#2012#205775
Michael, Angela#IL#15#Democratic#2012#94162
Kinzinger, Adam#IL#16#Republican#2012#181789
Rohl, Wanda#IL#16#Democratic#2012#112301
Bustos, Cheri#IL#17#Democratic#2012#153519
Schilling, Bobby#IL#17#Republican#2012#134623
Reyes, Eric#IL#17#Write-In#2012#10
Faber, Joe#IL#17#Write-In#2012#9
Schock, Aaron#IL#18#Republican#2012#244467
Waterworth, Steve#IL#18#Democratic#2012#85164
Visclosky, Peter J.#IN#1#Democratic#2012#187743
Phelps, Joel#IN#1#Republican#2012#91291
Walorski, Jackie#IN#2#Republican#2012#134033
Mullen, Brendan#IN#2#Democratic#2012#130113
Ruiz, Joseph Wayne#IN#2#Libertarian#2012#9326
Lunce, Kenneth R., Jr.#IN#2#Write-In#2012#3
Stutzman, Marlin A.#IN#3#Republican#2012#187872
Boyd, Kevin R.#IN#3#Democratic#2012#92363
Rokita, Todd#IN#4#Republican#2012#168688
Nelson, Tara E.#IN#4#Democratic#2012#93015
Gelhausen, Benjamin J.#IN#4#Libertarian#2012#10565
Brooks, Susan#IN#5#Republican#2012#194570
Reske, Scott#IN#5#Democratic#2012#125347
Reid, Chard#IN#5#Libertarian#2012#13442
Messer, Luke#IN#6#Republican#2012#162613
Bookout, Bradley T.#IN#6#Democratic#2012#96678
Bell, Rex#IN#6#Libertarian#2012#15962
Carson, Andre D.#IN#7#Democratic#2012#162122
May, Carlos A.#IN#7#Republican#2012#95828
Bucshon, Larry D.#IN#8#Republican#2012#151533
Crooks, Dave#IN#8#Democratic#2012#122325
Gadau, Bart#IN#8#Libertarian#2012#10134
Young, Todd#IN#9#Republican#2012#165332
Yoder, Shelli#IN#9#Democratic#2012#132848
Braley, Bruce#IA#1#Democratic#2012#222422
Lange, Ben#IA#1#Republican#2012#162465
Hughes, Gregory#IA#1#Nominated by Petition#2012#4772
Krail, George Todd, II#IA#1#Nominated by Petition#2012#931
Loebsack, Dave#IA#2#Democratic#2012#211863
Archer, John#IA#2#Republican#2012#161977
Aversa, Alan#IA#2#Nominated by Petition#2012#7112
Latham, Tom#IA#3#Republican#2012#202000
Boswell, Leonard#IA#3#Democratic#2012#168632
Batcher, Scott G.#IA#3#Nominated by Petition#2012#9352
Rosenfeld, David#IA#3#Socialist Workers Party#2012#6286
King, Steve#IA#4#Republican#2012#200063
Vilsack, Christie#IA#4#Democratic#2012#169470
Monroe, Martin James#IA#4#Nominated by Petition#2012#8124
Huelskamp, Tim#KS#1#Republican#2012#211337
Jenkins, Lynn#KS#2#Republican#2012#167463
Schlingensiepen, Tobias#KS#2#Democratic#2012#113735
Hawver, Dennis#KS#2#Libertarian#2012#12520
Yoder, Kevin#KS#3#Republican#2012#201087
Balam, Joel#KS#3#Libertarian#2012#92675
Pompeo, Mike#KS#4#Republican#2012#161094
Tillman, Robert Leon#KS#4#Democratic#2012#81770
Jefferson, Thomas#KS#4#Libertarian#2012#16058
Whitfield, Edward#KY#1#Republican#2012#199956
Hatchett, Charles Kendall#KY#1#Democratic#2012#87199
Guthrie, S. Brett#KY#2#Republican#2012#181508
Williams, David Lynn#KY#2#Democratic#2012#89541
Beacham, Andrew R.#KY#2#Independent#2012#6304
Astor, Craig R.#KY#2#Libertarian#2012#4914
Yarmuth, John A.#KY#3#Democratic#2012#206385
Wicker, Brooks#KY#3#Republican#2012#111452
Devore, Robert L., Jr.#KY#3#Independent#2012#4819
Massie, Thomas#KY#4#Republican#2012#186036
"Adkins, William R. ""Bill"""#KY#4#Democratic#2012#104734
Lewis, David#KY#4#Independent#2012#8674
"Rogers, Harold ""Hal"""#KY#5#Republican#2012#195408
Stepp, Kenneth S.#KY#5#Democratic#2012#55447
"Barr, Garland ""Andy"""#KY#6#Republican#2012#153222
Chandler, Ben#KY#6#Democratic#2012#141438
Vance, Randolph#KY#6#Independent#2012#8340
"Scalise,""Steve"""#LA#1#Republican#2012#193496
"Mendoza, M. V. ""Vinny"""#LA#1#Democratic#2012#61703
King, Gary#LA#1#Republican#2012#24844
"Turknett, David ""Turk"""#LA#1#No Party Affiliation#2012#6079
Wells, Arden#LA#1#No Party Affiliation#2012#4288
Richmond, Cedric#LA#2#Democratic#2012#158501
Landrieu, Gary#LA#2#Democratic#2012#71916
Bailey, Dwayne#LA#2#Republican#2012#38801
Larose, Josue#LA#2#Republican#2012#11345
Trotter, Caleb#LA#2#Libertarian#2012#6791
Boustany, Charles W., Jr.#LA#3#Republican#2012#139123
"Landry,""Jeff"""#LA#3#Republican#2012#93527
"Richard,""Ron"""#LA#3#Democratic#2012#67070
Barrilleaux, Bryan#LA#3#Republican#2012#7908
"Stark,""Jim"""#LA#3#Libertarian#2012#3765
Fleming, John#LA#4#Republican#2012#187894
Lord, Randall#LA#4#Libertarian#2012#61637
Alexander, Rodney#LA#5#Republican#2012#202536
"Ceasar,""Ron"""#LA#5#No Party Affiliation#2012#37486
Grant, Clay Steven#LA#5#Libertarian#2012#20194
"Cassidy, William ""Bill"""#LA#6#Republican#2012#243553
Craig, Rufus Holt, Jr.#LA#6#Libertarian#2012#32185
"Torregano, Richard ""RPT"""#LA#6#No Party Affiliation#2012#30975
Pingree, Chellie#ME#1#Democratic#2012#236363
Courtney, Jonathan T.E.#ME#1#Republican#2012#128440
Michaud, Michael H.#ME#2#Democratic#2012#191456
Raye, Kevin L.#ME#2#Republican#2012#137542
Harris, Andy#MD#1#Republican#2012#214204
Rosen, Wendy#MD#1#Democratic#2012#92812
LaFerla, John#MD#1#Democratic,Write-In#2012#14858
Boda, Muir Wayne#MD#1#Libertarian#2012#12857
Calpino, Michael#MD#1#Write-In#2012#71
Rae, Douglas Dryden#MD#1#Write-In#2012#26
Ruppersberger, C. A. Dutch#MD#2#Democratic#2012#194088
Jacobs, Nancy C.#MD#2#Republican#2012#92071
Dymowski, Leo Wayne#MD#2#Libertarian#2012#9344
Bly, Ray#MD#2#Write-In#2012#22
Sarbanes, John#MD#3#Democratic#2012#213747
Knowles, Eric Delano#MD#3#Republican#2012#94549
Drgos, Paul W., Jr.#MD#3#Libertarian#2012#11028
Edwards, Donna F.#MD#4#Democratic#2012#240385
Loudon, Faith M.#MD#4#Republican#2012#64560
Soffen, Scott#MD#4#Libertarian#2012#6204
Hoyer, Steny H.#MD#5#Democratic#2012#238618
O'Donnell, Tony#MD#5#Republican#2012#95271
Auerbach, Bob#MD#5#Green#2012#5040
Vohra, Arvin#MD#5#Libertarian#2012#4503
Delaney, John#MD#6#Democratic#2012#181921
Bartlett, Roscoe G.#MD#6#Republican#2012#117313
Mueller, Nickolaus#MD#6#Libertarian#2012#9916
Cummings, Elijah#MD#7#Democratic#2012#247770
Mirabile, Frank C.#MD#7#Republican#2012#67405
Owens-Bey, Ronald M.#MD#7#Libertarian#2012#8211
Smith, Charles U.#MD#7#Write-In#2012#28
Busch, Ty Glen#MD#7#Write-In#2012#10
Van Hollen, Chris#MD#8#Democratic#2012#217531
Timmerman, Ken#MD#8#Republican#2012#113033
Grannis, Mark#MD#8#Libertarian#2012#7235
Gluck, George#MD#8#Green#2012#5064
Neal, Richard E.#MA#1#Democratic#2012#261936
All Others#MA#1#Write-In#2012#4197
McGovern, James P.#MA#2#Democratic#2012#259257
All Others#MA#2#Write-In#2012#4078
Tsongas, Nicola S.#MA#3#Democratic#2012#212119
Golnik, Jonathan A.#MA#3#Republican#2012#109372
All Others#MA#3#Write-In#2012#262
Kennedy, Joseph P., III#MA#4#Democratic#2012#221303
Bielat, Sean#MA#4#Republican#2012#129936
Rosa, David A.#MA#4#Independent#2012#10741
All Others#MA#4#Write-In#2012#265
Markey, Edward J.#MA#5#Democratic#2012#257490
Tierney, Tom#MA#5#Republican#2012#82944
All Others#MA#5#Write-In#2012#675
Tierney, John F.#MA#6#Democratic#2012#180942
Tisei, Richard R.#MA#6#Republican#2012#176612
Fishman, Daniel#MA#6#Libertarian#2012#16739
All Others#MA#6#Write-In#2012#514
Capuano, Michael E.#MA#7#Democratic#2012#210794
Romero, Karla#MA#7#Independent#2012#41199
All Others#MA#7#Write-In#2012#843
Lynch, Stephen F.#MA#8#Democratic#2012#263999
Selvaggi, Joe#MA#8#Republican#2012#82242
All Others#MA#8#Write-In#2012#570
Keating, William Richard#MA#9#Democratic#2012#212754
Sheldon, Christopher#MA#9#Republican#2012#116531
Botelho, Daniel S.#MA#9#Independent#2012#32655
All Others#MA#9#Write-In#2012#465
Benishek, Dan#MI#1#Republican#2012#167060
McDowell, Gary#MI#1#Democratic#2012#165179
Salvette, Emily#MI#1#Libertarian#2012#10630
Boal, Ellis#MI#1#Green#2012#4168
Huizenga, Bill#MI#2#Republican#2012#194653
German, Willie, Jr.#MI#2#Write-In,Democratic,Democratic#2012#108973
Buzuma, Mary#MI#2#Libertarian#2012#8750
Graeser, Ronald E.#MI#2#U.S. Taxpayers#2012#3176
Opalicky, William J.#MI#2#Green#2012#2715
Amash, Justin#MI#3#Republican#2012#171675
Butler, Steven#MI#3#Write-In,Republican,Write-In#2012#2
Pestka, Steve#MI#3#Democratic#2012#144108
Gelineau, Bill#MI#3#Libertarian#2012#10498
Camp, Dave#MI#4#Republican#2012#197386
Wirth, Debra Freidell#MI#4#Democratic#2012#104996
Gelineau, John#MI#4#Libertarian#2012#4285
Zimmer, George M.#MI#4#U.S. Taxpayers#2012#3506
Timmons, Pat#MI#4#Green#2012#2776
Kildee, Daniel T.#MI#5#Democratic#2012#214531
Slezak, Jim#MI#5#Republican#2012#103931
Davenport, David#MI#5#No Party Affiliation#2012#6694
Creswell, Gregory#MI#5#Libertarian#2012#4990
Upton, Fred#MI#6#Republican#2012#174955
O'Brien, Mike#MI#6#Democratic#2012#136563
Gelineau, Christie#MI#6#Libertarian#2012#6366
Gatties, Jason#MI#6#U.S. Taxpayers#2012#2591
Walberg, Tim#MI#7#Republican#2012#169668
Haskell, Kurt Richard#MI#7#Democratic#2012#136849
Proctor, Ken#MI#7#Libertarian#2012#8088
Wunsch, Richard E.#MI#7#Green#2012#3464
Rogers, Mike#MI#8#Republican#2012#202217
Enderle, Lance#MI#8#Democratic#2012#128657
Goebel, Daniel#MI#8#Libertarian#2012#8083
Brooks, Preston#MI#8#No Party Affiliation#2012#6097
Levin, Sander#MI#9#Democratic#2012#208846
Volaric, Don#MI#9#Republican#2012#114760
Fulner, Jim#MI#9#Libertarian#2012#6100
Williams, Julia#MI#9#Green#2012#4708
Townsend, Les#MI#9#U.S. Taxpayers#2012#2902
Miller, Candice S.#MI#10#Republican#2012#226075
Stadler, Chuck#MI#10#Democratic#2012#97734
Dashairya, Bhagwan#MI#10#Libertarian#2012#4803
Bentivolio, Kerry#MI#11#Republican#2012#181788
Taj, Syed#MI#11#Democratic#2012#158879
Tatar, John J.#MI#11#Libertarian#2012#9637
Duke, Steven Paul#MI#11#Green#2012#4569
Johnson, Daniel#MI#11#Natural Law Party#2012#3251
Van Gilder, James#MI#11#Write-In#2012#14
Sherman, Ralph#MI#11#Write-In#2012#1
Dingell, John D.#MI#12#Democratic#2012#216884
Kallgren, Cynthia#MI#12#Republican#2012#92472
Secula, Richard J.#MI#12#Libertarian#2012#9867
Conyers, John, Jr.#MI#13#Democratic#2012#235336
Sawicki, Harry T.#MI#13#Republican#2012#38769
Sharer, Chris#MI#13#Libertarian#2012#6076
Gray, Martin#MI#13#U.S. Taxpayers#2012#4089
Peters, Gary#MI#14#Democratic#2012#270450
Hauler, John#MI#14#Republican#2012#51395
Schwartz, Leonard#MI#14#Libertarian#2012#3968
Campbell, Douglas#MI#14#Green#2012#2979
Walz, Tim#MN#1#Democratic-Farmer Labor#2012#193211
Quist, Allen#MN#1#Republican#2012#142164
Kline, John#MN#2#Republican#2012#193587
Obermueller, Mike#MN#2#Democratic-Farmer Labor#2012#164338
Ondich, Josh D.#MN#2#Write-In#2012#1
Paulsen, Erik#MN#3#Republican#2012#222335
