Year#District/State#Candidate Name#Vote Total#
2006#4 MA#Frank, Barney Democratic#176513#
2006#5 MA#Meehan, Martin T. Democratic#159120#
2006#6 MA#Tierney, John F. Democratic#168056#
2006#6 MA#Barton, Richard W. Republican#72997#
2006#7 MA#Markey, Edward J. Democratic#171902#
2006#8 MA#Capuano, Michael E. Democratic#125515#
2006#8 MA#Garza, Laura Socialist Workers Party#12449#
2006#9 MA#Lynch, Stephen F. Democratic#169420#
2006#9 MA#Robinson, Jack E. Republican#47114#
2006#10 MA#Delahunt, William D. Democratic#171812#
2006#10 MA#Beatty, Jeffrey K. Republican#78439#
2006#10 MA#White, Peter A. Independent#16808#
2006#1 MI#Stupak, Bart Democratic#180448#
2006#1 MI#Hooper, Don Republican#72753#
2006#1 MI#Warren, Joshua J. U.S. Taxpayers#2278#
2006#1 MI#Newland, David J. Green#2252#
2006#1 MI#Proctor, Ken Libertarian#2196#
2006#2 MI#Hoekstra, Peter Republican#183006#
2006#2 MI#Kotos, Kimon Democratic#86950#
2006#2 MI#Graeser, Ronald E. U.S. Taxpayers#2720#
2006#2 MI#Van Til, Steven Libertarian#2718#
2006#3 MI#Ehlers, Vernon J. Republican#171212#
2006#3 MI#Rinck, James R. Democratic#93846#
2006#3 MI#Steinport, Jeff A. Libertarian#3702#
2006#3 MI#Gurk, Rodger Green#2592#
2006#4 MI#Camp, Dave Republican#160041#
2006#4 MI#Huckleberry, Mike Democratic#100260#
2006#4 MI#Emerick, John U.S. Taxpayers#2003#
2006#4 MI#Hren, Allitta Libertarian#1941#
2006#5 MI#Kildee, Dale E. Democratic#176171#
2006#5 MI#Klammer, Eric J. Republican#60967#
2006#5 MI#Mathenia, Ken Green#2294#
2006#5 MI#Samoranski, Steve, II Libertarian#2259#
2006#6 MI#Upton, Fred Republican#142125#
2006#6 MI#Clark, Kim Democratic#88978#
2006#6 MI#Howe, Kenneth E. Libertarian#3480#
2006#7 MI#Walberg, Tim Republican#122348#
2006#7 MI#Renier, Sharon Marie Democratic#112665#
2006#7 MI#Hutchinson, Robert L. Libertarian#3788#
2006#7 MI#Horn, David U.S. Taxpayers#3611#
2006#7 MI#Schwarz, Joe Write-In#2614#
2006#8 MI#Rogers, Mike Republican#157237#
2006#8 MI#Marcinkowski, Jim Democratic#122107#
2006#8 MI#Gach, Dick Libertarian#2765#
2006#8 MI#Stuttman, Aaron Green#2362#
2006#9 MI#Knollenberg, Joe Republican#142390#
2006#9 MI#Skinner, Nancy Democratic#127620#
2006#9 MI#Goodman, Adam Libertarian#3702#
2006#9 MI#Abel, Matthew R. Green#2468#
2006#10 MI#Miller, Candice S. Republican#179072#
2006#10 MI#Denison, Robert Democratic#84689#
2006#10 MI#Byrne, Mark Libertarian#2875#
2006#10 MI#Caveny, Candace Ruth Green#1897#
2006#10 MI#Gualdoni, Richard F. U.S. Taxpayers#1888#
2006#11 MI#McCotter, Thaddeus G. Republican#143658#
2006#11 MI#Trupiano, Tony Democratic#114248#
2006#11 MI#Tatar, John T. Libertarian#4340#
2006#11 MI#Tackett, Charles E. U.S. Taxpayers#3538#
2006#12 MI#Levin, Sander Democratic#168494#
2006#12 MI#Shafer, Randell J. Republican#62689#
2006#12 MI#Lecureaux, Andy Libertarian#3259#
2006#12 MI#Townsend, Les U.S. Taxpayers#2076#
2006#12 MI#White, Jerome S. No Party Affiliation#1862#
2006#12 MI#Myatt, Art Green#1735#
2006#13 MI#Kilpatrick, Carolyn Cheeks Democratic#126308#
2006#13 MI#Davenport, John Write-In#15#
2006#14 MI#Conyers, John, Jr. Democratic#158755#
2006#14 MI#Miles, Chad Republican#27367#
2006#15 MI#Dingell, John D. Democratic#181946#
2006#15 MI#Smith, Aimee Green#9447#
2006#15 MI#Stempfle, Gregory Libertarian#8410#
2006#15 MI#Czak, Robert F. U.S. Taxpayers#7064#
2006#15 MI#Fundarski, Mario Write-In#1#
2006#1 MN#Walz, Tim Democratic-Farmer-Labor#141556#
2006#1 MN#Gutknecht, Gil Republican#126486#
2006#1 MN#Williams, Stephen Write-In#4#
2006#2 MN#Kline, John Republican#163269#
2006#2 MN#Rowley, Coleen Democratic-Farmer-Labor#116343#
2006#2 MN#Williams, Douglas Independence#10802#
2006#3 MN#Ramstad, Jim Republican#184333#
2006#3 MN#Wilde, Wendy Democratic-Farmer-Labor#99588#
2006#4 MN#McCollum, Betty Democratic-Farmer-Labor#172096#
2006#4 MN#Sium, Obi Republican#74797#
2006#4 MN#Fiske, Tom Write-In#1#
2006#5 MN#Ellison, Keith Democratic-Farmer-Labor#136060#
2006#5 MN#Fine, Alan Republican#52263#
2006#5 MN#Lee, Tammy Independence#51456#
2006#5 MN#Pond, Jay Green#4792#
2006#6 MN#Bachmann, Michele Republican#151248#
2006#6 MN#Wetterling, Patty Democratic-Farmer-Labor#127144#
2006#6 MN#Binkowski, John Paul Independence#23557#
2006#7 MN#Peterson, Collin C. Democratic-Farmer-Labor#179164#
2006#7 MN#Barrett, Michael J. Republican#74557#
2006#7 MN#Lucier, Ken Constitution#3303#
2006#8 MN#Oberstar, James L. Democratic-Farmer-Labor#180670#
2006#8 MN#Grams, Rod Republican#97683#
2006#8 MN#Welty, Harry Unity#5508#
2006#1 MS#Wicker, Roger F. Republican#95098#
2006#1 MS#Hurt, James K. (Ken) Democratic#49174#
2006#2 MS#Thompson, Bennie G. Democratic#100160#
2006#2 MS#Brown, Yvonne R. Republican#55672#
2006#3 MS#Pickering, Chip Republican#125421#
2006#3 MS#Giles, Jim Independent#25999#
2006#3 MS#Magee, Lamonica L. Reform#10060#
2006#4 MS#Taylor, Gene Democratic#110996#
2006#4 MS#McDonnell, Randy Republican#28117#
2006#1 MO#Clay, Lacy Democratic#141574#
2006#1 MO#Byrne, Mark J. Republican#47893#
2006#1 MO#Cunningham, Robb E. Libertarian#4768#
2006#2 MO#Akin, Todd Republican#176452#
2006#2 MO#Weber, George D. Democratic#105242#
2006#2 MO#Millay, Tamara A. Libertarian#5923#
2006#3 MO#Carnahan, Russ Democratic#145219#
2006#3 MO#Bertelsen, David Republican#70189#
2006#3 MO#Christophel, R. Libertarian#4213#
2006#3 MO#Sladky, David Progressive#1827#
2006#4 MO#Skelton, Ike Democratic#159303#
2006#4 MO#Noland, James A. (Jim) Republican#69254#
2006#4 MO#Holthouse, Bryce A. Libertarian#4479#
2006#4 MO#Ivey, Melinda (Mel) Progressive#2459#
2006#4 MO#Palmer, Jerry L. Write-In#30#
2006#5 MO#Cleaver, Emanuel, II Democratic#136149#
2006#5 MO#Turk, Jacob Republican#68456#
2006#5 MO#Langkraehr, Randall David (Randy) Libertarian#7314#
2006#6 MO#Graves, Sam Republican#150882#
2006#6 MO#Shettles, Sara Jo Democratic#87477#
2006#6 MO#Buck, Erik Libertarian#4757#
2006#6 MO#Yurkonis, Shirley A. Progressive#1679#
2006#7 MO#Blunt, Roy Republican#160942#
2006#7 MO#Truman, Jack Democratic#72592#
2006#7 MO#Craig, Kevin Libertarian#7566#
2006#7 MO#Miller, Glenn Write-In#23#
2006#8 MO#Emerson, Jo Ann Republican#156164#
2006#8 MO#Hambacker, Veronica J. Democratic#57557#
2006#8 MO#McCullough, Branden C. Libertarian#4268#
2006#9 MO#Hulshof, Kenny C. Republican#149114#
2006#9 MO#Burghard, Duane N. Democratic#87145#
2006#9 MO#Hedrick, Steven R. Libertarian#3925#
2006#9 MO#Hastings, Bill Progressive#2487#
2006#0 MT#Rehberg, Denny Republican#239124#
2006#0 MT#Lindeen, Monica J. Democratic#158916#
2006#0 MT#Fellows, Mike Libertarian#8085#
2006#0 MT#Wlaysewski, Walter Michael Write-In#9#
2006#1 NE#Fortenberry, Jeff Republican#121015#
2006#1 NE#Moul, Maxine B. Democratic#86360#
2006#2 NE#Terry, Lee Republican#99475#
2006#2 NE#Esch, Jim Democratic#82504#
2006#3 NE#Smith, Adrian Republican#113687#
2006#3 NE#Kleeb, Scott Democratic#93046#
2006#1 NV#Berkley, Shelley Democratic#85025#
2006#1 NV#Wegner, Kenneth Republican#40917#
2006#1 NV#Duensing, Jim Libertarian#2843#
2006#1 NV#Roberts, Darnell Independent American#2339#
2006#2 NV#Heller, Dean Republican#117168#
2006#2 NV#Derby, Jill Democratic#104593#
2006#2 NV#Rosen, Daniel Independent#5524#
2006#2 NV#Kroshus, James C. Independent American#5439#
2006#3 NV#Porter, Jon Republican#102232#
2006#3 NV#Hafen, Tessa M. Democratic#98261#
2006#3 NV#Hansen, Joshua Independent American#5329#
2006#3 NV#Silvestri, Joseph P. Libertarian#5157#
2006#1 NH#Shea-Porter, Carol Democratic#100691#
2006#1 NH#Bradley, Jeb Republican#95527#
2006#2 NH#Hodes, Paul W. Democratic#108743#
2006#2 NH#Bass, Charles Republican#94088#
2006#2 NH#"Blevens,""Ken"" Libertarian"#3305#
2006#1 NJ#Andrews, Robert E. Democratic#140110#
2006#2 NJ#LoBiondo, Frank A. Republican#111245#
2006#2 NJ#Thomas-Hughes, Viola Democratic#64279#
2006#2 NJ#Mullock, Robert E. Preserve Green Space#3071#
2006#2 NJ#Merle, Lynn A New Direction#992#
2006#2 NJ#Norwood, Willie Socialist Party USA#385#
2006#2 NJ#Fanslau, Thomas We The People#603#
2006#3 NJ#Saxton, Jim Republican#122559#
2006#3 NJ#Sexton, Rich Democratic#86113#
2006#3 NJ#Feduniewicz, Ken The Patriot Movement#1179#
2006#4 NJ#Smith, Christopher H. Republican#124482#
2006#4 NJ#Gay, Carol E. Democratic#62905#
2006#4 NJ#Edgar, Richard Libertarian#1539#
2006#4 NJ#Wary, Louis B., Jr. Remove Medical Negligence#614#
2006#5 NJ#Garrett, Scott Republican#112142#
2006#5 NJ#Aronsohn, Paul Democratic#89503#
2006#5 NJ#Fretz, R. Matthew An Independent Voice#2597#
2006#6 NJ#Pallone, Frank, Jr. Democratic#98615#
2006#6 NJ#Bellew, Leigh-Ann Republican#43539#
2006#6 NJ#Tarbous, Herbert L. Diversity Is Strength#1619#
2006#7 NJ#Ferguson, Mike Republican#98399#
2006#7 NJ#Stender, Linda Democratic#95454#
2006#7 NJ#Abrams, Thomas D. Withdraw Troops Now#3176#
2006#7 NJ#Young, Darren Libertarian#2046#
2006#8 NJ#Pascrell, Bill, Jr. Democratic#97568#
2006#8 NJ#Sandoval, Jose M. Republican#39053#
2006#8 NJ#Jasikoff, Lou Libertarian#1018#
2006#9 NJ#Rothman, Steven R. Democratic#105853#
2006#9 NJ#Micco, Vincent Republican#40879#
2006#9 NJ#Jarvis, Michael The Moderate Choice#1363#
2006#10 NJ#Payne, Donald M. Democratic#90264#
2006#11 NJ#Frelinghuysen, Rodney Republican#126085#
2006#11 NJ#Wyka, Tom Democratic#74414#
2006#11 NJ#Roth, Richard S. Libertarian#1730#
2006#11 NJ#Mele, John Constitution#842#
2006#12 NJ#Holt, Rush Democratic#125468#
2006#12 NJ#Sinagra, Joseph S. Republican#65509#
2006#13 NJ#Sires, Albio Democratic#77238#
2006#13 NJ#Guarini, John J. Republican#19284#
2006#13 NJ#Williams, Brian Socialist Workers Party#1049#
2006#13 NJ#Shaw, Herbert H. Politicians Are Crooks#998#
2006#13 NJ#Hester, Dick Pro Life Conservative#586#
2006#13 NJ#Zaklama, Esmat The American Party#475#
2006#1 NM#Wilson, Heather A. Republican#105986#
2006#1 NM#Madrid, Patricia A. Democratic#105125#
2006#2 NM#Pearce, Steve Republican#92620#
2006#2 NM#Kissling, Albert D. Democratic#63119#
2006#2 NM#Burk, C. Dean Write-In#135#
2006#3 NM#Udall, Tom Democratic#144880#
2006#3 NM#Dolin, Ronald M. Republican#49219#
2006#1 NY#Bishop, Timothy H. Democratic,Independence,Working Families#104360#
2006#1 NY#Zanzi, Italo A. Republican,Conservative#63328#
2006#2 NY#Israel, Steve J. Democratic,Independence,Working Families#105276#
2006#2 NY#Bugler, John W. Republican,Conservative#44212#
2006#3 NY#King, Peter T. Republican,Conservative,Independence#101787#
2006#3 NY#Mejias, David L. Democratic,Working Families#79843#
2006#4 NY#McCarthy, Carolyn Democratic,Independence,Working Families#101861#
2006#4 NY#Blessinger, Martin W. Republican,Conservative#55050#
2006#5 NY#Ackerman, Gary L. Democratic,Independence,Working Families#77190#
2006#6 NY#Meeks, Gregory W. Democratic#69405#
2006#7 NY#Crowley, Joseph Democratic,Working Families#63997#
2006#7 NY#Brawley, Kevin Republican,Conservative#12220#
2006#8 NY#Nadler, Jerrold L. Democratic,Working Families#108536#
2006#8 NY#Friedman, Eleanor Republican#17413#
2006#8 NY#Adornato, Dennis E. Conservative#1673#
2006#9 NY#Weiner, Anthony D. Democratic,Working Families#71762#
2006#10 NY#Towns, Edolphus Democratic#72171#
2006#10 NY#Anderson, Jonathan H. Republican#4666#
2006#10 NY#Johnson, Ernest Conservative#1470#
2006#11 NY#Clarke, Yvette D. Democratic,Working Families#88334#
2006#11 NY#Finger, Stephen Republican,Libertarian#7447#
2006#11 NY#Blume, Marianna Conservative#1325#
2006#11 NY#McClean, Ollie M. Freedom#996#
2006#12 NY#Velazquez, Nydia M. Democratic,Working Families#62847#
2006#12 NY#Romaguera, Allan E. Republican,Conservative#7182#
2006#13 NY#Fossella, Vito Republican,Conservative,Independence#59334#
2006#13 NY#Harrison, Stephen A. Democratic,Working Families#45131#
2006#14 NY#Maloney, Carolyn B. Democratic,Working Families,Independence#119582#
2006#14 NY#Maio, Danniel Republican#21969#
2006#15 NY#Rangel, Charles B. Democratic,Working Families#103916#
2006#15 NY#Daniels, Edward Republican#6592#
2006#16 NY#Serrano, Jose E. Democratic,Working Families#56124#
2006#16 NY#Mohamed, Ali Republican,Conservative#2759#
2006#17 NY#Engel, Eliot L. Working Families,Democratic#93614#
2006#17 NY#Faulkner, Jim Republican,Conservative,Independence#28842#
2006#18 NY#Lowey, Nita M. Democratic,Working Families#124256#
2006#18 NY#Hoffman, Richard A. Conservative,Republican#51450#
2006#19 NY#Hall, John Democratic#100119#
2006#19 NY#Kelly, Sue W. Republican,Conservative,Independence#95359#
2006#20 NY#Gillibrand, Kirsten E. Democratic,Working Families#125168#
2006#20 NY#Sweeney, John E. Republican,Conservative,Independence#110554#
2006#21 NY#McNulty, Michael R. Democratic,Independence,Conservative,Working Families#167604#
2006#21 NY#Redlich, Warren Republican#46752#
2006#22 NY#Hinchey, Maurice D. Democratic,Independence,Working Families#121683#
2006#23 NY#McHugh, John M. Republican,Independence,Conservative#106781#
2006#23 NY#Johnson, Robert J. Democratic,Working Families#62318#
2006#24 NY#Arcuri, Michael A. Democratic,Independence,Working Families#109686#
2006#24 NY#Meier, Raymond A. Republican,Conservative#91504#
2006#24 NY#Sylvia, Michael J., III Libertarian#2134#
2006#25 NY#Maffei, Dan Democratic,Working Families#107108#
2006#25 NY#Walsh, James T. Republican,Independence,Conservative#110525#
2006#26 NY#Reynolds, Thomas M. Republican,Conservative#109257#
2006#26 NY#Davis, Jack Democratic,Independence,Working Families#100914#
2006#27 NY#Higgins, Brian M. Democratic,Independence,Working Families#140027#
2006#27 NY#McHale, Michael J. Republican#36614#
2006#28 NY#Slaughter, Louise M. Democratic,Independence,Working Families#106386#
2006#28 NY#Donnelly, John E. Republican,Conservative#40844#
2006#29 NY#Massa, Eric J. Democratic,Working Families#100044#
2006#29 NY#Kuhl, John Randy, Jr. Republican,Conservative,Independence#106077#
2006#1 NC#Butterfield, G.K. Democratic#82510#
2006#2 NC#Etheridge, Bob Democratic#85993#
2006#2 NC#Mansell, Dan Republican#43271#
2006#3 NC#Jones, Walter B. Republican#99519#
2006#3 NC#Weber, Craig Democratic#45458#
2006#4 NC#Price, David Democratic#127340#
2006#4 NC#Acuff, Steve Republican#68599#
2006#5 NC#Foxx, Virginia Republican#96138#
2006#5 NC#Sharpe, Roger Democratic#72061#
2006#6 NC#Coble, Howard Republican#108433#
2006#6 NC#Blake, Rory Democratic#44661#
2006#7 NC#McIntyre, Mike Democratic#101787#
2006#7 NC#Davis, Shirley Republican#38033#
2006#8 NC#Hayes, Robert C. 'Robin' Republican#60926#
2006#8 NC#Kissell, Larry Democratic#60597#
2006#9 NC#Myrick, Sue Republican#106206#
2006#9 NC#Glass, Bill Democratic#53437#
2006#10 NC#McHenry, Patrick Republican#94179#
2006#10 NC#Carsner, Richard Democratic#58214#
2006#11 NC#Shuler, Heath Democratic#124972#
2006#11 NC#Taylor, Charles H. Republican#107342#
2006#12 NC#Watt, Mel Democratic#71345#
2006#12 NC#Fisher, Ada M. Republican#35127#
2006#13 NC#Miller, Brad Democratic#98540#
2006#13 NC#Robinson, Vernon Republican#56120#
2006#0 ND#Pomeroy, Earl Democratic-Nonpartisan League#142934#
2006#0 ND#Mechtel, Matt Republican#74687#
2006#1 OH#Chabot, Steve Republican#105680#
2006#1 OH#Cranley, John Democratic#96584#
2006#2 OH#Schmidt, Jean Republican#120112#
2006#2 OH#Wulsin, Victoria Democratic#117595#
2006#2 OH#Noy, Nathan Write-In#298#
2006#2 OH#Condit, James J., Jr. Write-In#76#
2006#3 OH#Turner, Michael R. Republican#127978#
2006#3 OH#Chema, Richard Democratic#90650#
2006#4 OH#Jordan, Jim Republican#129958#
2006#4 OH#Siferd, Richard E. Democratic#86678#
2006#5 OH#Gillmor, Paul E. Republican#129813#
2006#5 OH#Weirauch, Robin Democratic#98544#
2006#6 OH#Wilson, Charles A., Jr. Write-In,Democratic,Democratic#135628#
2006#6 OH#Blasdel, Chuck Republican#82848#
2006#7 OH#Hobson, Dave Republican#137899#
2006#7 OH#Conner, William R. Democratic#89579#
2006#8 OH#Boehner, John A. Republican#136863#
2006#8 OH#Meier, Mort Democratic#77640#
2006#9 OH#Kaptur, Marcy Democratic#153880#
2006#9 OH#Leavitt, Bradley S. Republican#55119#
2006#10 OH#Kucinich, Dennis J. Democratic#138393#
2006#10 OH#Dovilla, Michael D. Republican#69996#
2006#11 OH#Jones, Stephanie Tubbs Democratic#146799#
2006#11 OH#String, Lindsey N. Republican#29125#
2006#12 OH#Tiberi, Pat Republican#145943#
2006#12 OH#Shamansky, Bob Democratic#108746#
2006#13 OH#Sutton, Betty Democratic#135639#
2006#13 OH#Foltin, Craig Republican#85922#
2006#14 OH#LaTourette, Steven C. Republican#144069#
2006#14 OH#Katz, Lewis R. Democratic#97753#
2006#14 OH#Lange, Werner J. Independent#8500#
2006#15 OH#Pryce, Deborah Republican#110714#
2006#15 OH#Kilroy, Mary Jo Democratic#109659#
2006#15 OH#Buckel, Bill Write-In#194#
2006#16 OH#Regula, Ralph Republican#137167#
2006#16 OH#Shaw, Thomas Democratic#97955#
2006#17 OH#Ryan, Tim Democratic#170369#
2006#17 OH#Manning, Don, II Write-In,Republican,Republican#41925#
2006#18 OH#Space, Zack Democratic#129646#
2006#18 OH#Padgett, Joy Republican#79259#
2006#1 OK#Sullivan, John Republican#116920#
2006#1 OK#Gentges, Alan Democratic#56724#
2006#1 OK#Wortman, Bill Independent#10085#
2006#2 OK#Boren, Dan Democratic#122347#
2006#2 OK#Miller, Patrick K. Republican#45861#
2006#3 OK#Lucas, Frank D. Republican#128042#
2006#3 OK#Barton, Sue Democratic#61749#
2006#4 OK#Cole, Tom Republican#118266#
2006#4 OK#Spake, Hal Democratic#64775#
2006#5 OK#Fallin, Mary Republican#108936#
2006#5 OK#Hunter, David Democratic#67293#
2006#5 OK#Woodson, Matthew Horton Independent#4196#
2006#1 OR#Wu, David Democratic#169409#
2006#1 OR#Kitts, Derrick Republican#90904#
2006#1 OR#Davis, Drake Libertarian#4497#
2006#1 OR#Wolf, Dean Constitution#4370#
2006#2 OR#Walden, Greg Republican#181529#
2006#2 OR#Voisin, Carol Democratic#82484#
2006#2 OR#Brown, Jack Alan, Jr. Constitution#7193#
2006#3 OR#Blumenauer, Earl Democratic#186380#
2006#3 OR#Broussard, Bruce Write-In,Republican,Republican#59529#
2006#3 OR#Brownlow, David Constitution#7003#
2006#4 OR#DeFazio, Peter A. Democratic#180607#
2006#4 OR#Feldkamp, Jim Republican#109105#
2006#5 OR#Hooley, Darlene Democratic#146973#
2006#5 OR#Erickson, Mike Republican#116424#
2006#5 OR#Aranas, Paul Pacific Green#4194#
2006#5 OR#Patterson, Douglas Constitution#4160#
2006#1 PA#Brady, Robert A. Democratic#137987#
2006#2 PA#Fattah, Chaka Democratic#165867#
2006#2 PA#Gessner, Michael Republican#17291#
2006#2 PA#Baker, David G. Green#4125#
2006#3 PA#English, Phil Republican#108525#
2006#3 PA#Porter, Steven Democratic#85110#
2006#3 PA#Hagberg, Timothy J. Constitutional#8706#
2006#4 PA#Altmire, Jason Democratic#131847#
2006#4 PA#Hart, Melissa A. Republican#122049#
2006#5 PA#Peterson, John E. Republican#115126#
2006#5 PA#Hilliard, Donald L. Democratic#76456#
2006#6 PA#Gerlach, Jim Republican#121047#
2006#6 PA#Murphy, Lois Democratic#117892#
2006#7 PA#Sestak, Joe Democratic#147898#
2006#7 PA#Weldon, Curt Republican#114426#
2006#8 PA#Murphy, Patrick J. Democratic#125656#
2006#8 PA#Fitzpatrick, Michael G. Republican#124138#
2006#9 PA#Shuster, Bill Republican#121069#
2006#9 PA#Barr, Tony Write-In,Democratic,Democratic#79610#
2006#10 PA#Carney, Christopher Democratic#110115#
2006#10 PA#Sherwood, Don Republican#97862#
2006#11 PA#Kanjorski, Paul E. Democratic#134340#
2006#11 PA#Leonardi, Joseph F. Republican#51033#
2006#12 PA#Murtha, John P. Democratic#123472#
2006#12 PA#Irey, Diana Republican#79612#
2006#13 PA#Schwartz, Allyson Democratic#147368#
2006#13 PA#Bhakta, Raj Peter Republican#75492#
2006#14 PA#Doyle, Mike Democratic#161075#
2006#14 PA#North, Titus Green#17720#
2006#15 PA#Dent, Charles W. Republican#106153#
2006#15 PA#Dertinger, Charles Write-In,Democratic,Democratic#86186#
2006#15 PA#Browne, Greta Green#5802#
2006#16 PA#Pitts, Joseph R. Republican#115741#
2006#16 PA#Herr, Lois K. Democratic#80915#
2006#16 PA#Murphy, John A. Independent#7958#
2006#17 PA#Holden, Tim Democratic#137253#
2006#17 PA#Wertz, Matthew A. Republican#75455#
2006#18 PA#Murphy, Tim Republican#144632#
2006#18 PA#Kluko, Chad Democratic#105419#
2006#19 PA#Avillo, Philip J., Jr. Democratic#74625#
2006#19 PA#Platts, Todd Republican#142512#
2006#19 PA#Maitland, Derf W. Green#5640#
2006#1 RI#Kennedy, Patrick J. Democratic#124676#
2006#1 RI#Scott, Jonathan P. Republican#41856#
2006#1 RI#Capalbo, Kenneth A. Independent#13638#
2006#1 RI#Duck, Donald Write-In#5#
2006#1 RI#Kennedy, Patrick Write-In#5#
2006#1 RI#Driver, Rod Write-In#5#
2006#2 RI#Langevin, James R. Democratic#140352#
2006#2 RI#Driver, Rod Independent#52743#
2006#2 RI#Laffey, Steve Write-In#44#
2006#2 RI#Lawless, Jennifer Write-In#21#
2006#2 RI#No One Write-In#10#
2006#2 RI#Healey, Robert Write-In#9#
2006#2 RI#Mouse, Mickey Write-In#7#
2006#2 RI#Chaffee, John Write-In#6#
2006#2 RI#Duck, Donald Write-In#5#
2006#1 SC#Brown, Henry Republican#115766#
